epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
6,839,,5.990472316741943,,,,,
6,849,,7.577199935913086,,,,,
6,859,,9.282127380371094,,,,,
6,869,,6.185563564300537,,,,,
6,879,,12.068892478942871,,,,,
6,881,,,4.677744388580322,8.666140638524666e-05,7.350579261779785,8.665920904604718e-05,2.6431076526641846
6,881,9.102762222290039,,,,,,
7,889,,4.880494594573975,,,,,
7,899,,12.967206001281738,,,,,
7,909,,7.090365886688232,,,,,
7,919,,5.559047698974609,,,,,
7,929,,9.443374633789062,,,,,
7,939,,7.526177883148193,,,,,
7,949,,8.244057655334473,,,,,
7,959,,16.303211212158203,,,,,
7,969,,23.7445068359375,,,,,
7,979,,8.517304420471191,,,,,
7,989,,8.776690483093262,,,,,
7,999,,6.30347204208374,,,,,
7,1007,,,6.500091552734375,0.0001398072490701452,10.282173156738281,0.00013979423965793103,3.1894710063934326
7,1007,8.5552978515625,,,,,,
8,1009,,12.549395561218262,,,,,
8,1019,,6.2077412605285645,,,,,
8,1029,,5.247900485992432,,,,,
8,1039,,9.749175071716309,,,,,
8,1049,,6.592140197753906,,,,,
8,1059,,7.302934169769287,,,,,
8,1069,,6.348836421966553,,,,,
8,1079,,5.334758758544922,,,,,
8,1089,,6.88982629776001,,,,,
8,1099,,5.724519729614258,,,,,
8,1109,,30.585067749023438,,,,,
8,1119,,6.448762893676758,,,,,
8,1129,,6.14704704284668,,,,,
8,1133,,,5.713887691497803,0.0001264692546101287,8.740670204162598,0.00012645825336221606,2.858980894088745
8,1133,8.084185600280762,,,,,,
9,1139,,5.609396457672119,,,,,
9,1149,,14.493790626525879,,,,,
9,1159,,7.547001361846924,,,,,
9,1169,,8.751143455505371,,,,,
9,1179,,5.3420844078063965,,,,,
9,1189,,4.64149808883667,,,,,
9,1199,,8.320902824401855,,,,,
9,1209,,5.882144451141357,,,,,
9,1219,,5.686973571777344,,,,,
9,1229,,6.415098190307617,,,,,
9,1239,,4.3011322021484375,,,,,
9,1249,,4.481926918029785,,,,,
9,1259,,5.2609076499938965,,,,,
9,1259,,,9.48687744140625,0.000178343485458754,14.765287399291992,0.00017832206503953785,4.729589939117432
9,1259,8.0297269821167,,,,,,
